canal,rank,titulo,visualizacoes,data_publicacao,likes,dislikes,duracao,,,,link,thumbnail,Transcrição do vídeo,Comentários
Lion of Judah (ref. atual: ELEVATE),8,God Shapes You When Life Shakes You | Christian Motivation,21604,20250627,1104,N/D,14:11,https://www.youtube.com/watch?v=MkGwsOVZ9L8,https://i.ytimg.com/vi/MkGwsOVZ9L8/maxresdefault.jpg,,420,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, preto, rosa; texto em destaque provavelmente ligado a: SHAPES / WHEN / LIFE / SHAKES.",,
Lion of Judah (ref. atual: ELEVATE),9,"Your Past Is Over, God Is Making All Things New | Christian Motivation",21534,20250714,1524,N/D,10:32,https://www.youtube.com/watch?v=5tMB3U-G7Dw,https://i.ytimg.com/vi/5tMB3U-G7Dw/maxresdefault.jpg,,371,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, cinza, branco; texto em destaque provavelmente ligado a: MAKING / PAST / OVER.",,
Lion of Judah (ref. atual: ELEVATE),10,God's Presence in Anxiety: Finding Him When Your Mind Won't Rest | Christian Motivation,21385,20251022,1440,N/D,13:33,https://www.youtube.com/watch?v=kvoBbmtBI8Y,https://i.ytimg.com/vi/kvoBbmtBI8Y/maxresdefault.jpg,,504,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, branco, cinza; texto em destaque provavelmente ligado a: GOD'S / PRESENCE / FINDING / WHEN.",,
Lion of Judah (ref. atual: ELEVATE),11,God's in Control: Trust and Leave It In His Hands | Christian Motivation,19639,20251002,1377,N/D,11:59,https://www.youtube.com/watch?v=kEgoaAEseDs,https://i.ytimg.com/vi/kEgoaAEseDs/maxresdefault.jpg,,584,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto visível: ee eee logs es ie / er a Ee OR DOS a GE ares / OEE E OT Se pe Lo mf :.",,
Lion of Judah (ref. atual: ELEVATE),12,"Let Go and Let God, The Freedom of Surrender | Christian Motivation",17175,20250711,1037,N/D,12:36,https://www.youtube.com/watch?v=cBJQZX2dgYM,https://i.ytimg.com/vi/cBJQZX2dgYM/maxresdefault.jpg,,321,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, rosa, branco; texto em destaque provavelmente ligado a: FREEDOM / SURRENDER.",,
Lion of Judah (ref. atual: ELEVATE),13,"TRUST God, He Will Make the Impossible Possible | Christian Motivation",16653,20260104,1147,N/D,13:12,https://www.youtube.com/watch?v=-XSuR9yE82A,https://i.ytimg.com/vi/-XSuR9yE82A/maxresdefault.jpg,,476,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, rosa, cinza; texto em destaque provavelmente ligado a: MAKE / IMPOSSIBLE.",,
Lion of Judah (ref. atual: ELEVATE),14,God Is In Control - Stop Overthinking and Start Trusting | Christian Motivation,16430,20250909,1053,N/D,10:07,https://www.youtube.com/watch?v=MwyCjpxjDaw,https://i.ytimg.com/vi/MwyCjpxjDaw/maxresdefault.jpg,,310,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto em destaque provavelmente ligado a: CONTROL / STOP.",,
Lion of Judah (ref. atual: ELEVATE),15,Don't Give Up | Trust God Through Trials - Christian Motivation,15883,20240929,693,N/D,16:03,https://www.youtube.com/watch?v=Zy0-y5-pwRk,https://i.ytimg.com/vi/Zy0-y5-pwRk/maxresdefault.jpg,,62,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: branco, preto, marrom; texto em destaque provavelmente ligado a: GIVE / TRUST / THROUGH / TRIALS.",,
Lion of Judah (ref. atual: ELEVATE),16,God Makes the Impossible Possible | Christian Motivation,14848,20250912,908,N/D,12:23,https://www.youtube.com/watch?v=7K40_8lZKBU,https://i.ytimg.com/vi/7K40_8lZKBU/maxresdefault.jpg,,314,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, branco, marrom; texto em destaque provavelmente ligado a: MAKES / IMPOSSIBLE / POSSIBLE.",,
Lion of Judah (ref. atual: ELEVATE),17,God Will Do the Impossible: Stop Overthinking and Wait on Him | Christian Motivation,14079,20260117,1205,N/D,12:26,https://www.youtube.com/watch?v=TeH8pzxf-J4,https://i.ytimg.com/vi/TeH8pzxf-J4/maxresdefault.jpg,,442,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto em destaque provavelmente ligado a: IMPOSSIBLE / STOP / OVERTHINKING / WAIT.",,
Lion of Judah (ref. atual: ELEVATE),18,God's Strength Shows Up Best in Your Weakness | Christian Motivation,13593,20250620,750,N/D,15:49,https://www.youtube.com/watch?v=-A759YvrMyY,https://i.ytimg.com/vi/-A759YvrMyY/maxresdefault.jpg,,142,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, cinza, branco; texto visível: GOD'S STRENGIR 83 / IN YOUR WEAKNE l / ELEVATE 4 x :.",,
Lion of Judah (ref. atual: ELEVATE),19,God's Perfect Timing: Why the Wait Is Worth It | Christian Motivation,13207,20260215,1184,N/D,09:41,https://www.youtube.com/watch?v=E9_r15kRaWQ,https://i.ytimg.com/vi_webp/E9_r15kRaWQ/maxresdefault.webp,,319,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto visível: GOD'S / PERFEC Ie.",,
Lion of Judah (ref. atual: ELEVATE),20,"You Don’t Need to Be Strong, Let God Be Your Strength | Christian Motivation",13155,20250608,780,N/D,14:28,https://www.youtube.com/watch?v=C8Qp-qfzX58,https://i.ytimg.com/vi/C8Qp-qfzX58/maxresdefault.jpg,,265,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: cinza, branco, preto; texto em destaque provavelmente ligado a: NEED / STRONG / STRENGTH.",,
Lion of Judah (ref. atual: ELEVATE),21,"Be Still, Be Quiet and Trust God | Christian Motivation",12743,20260214,1196,N/D,13:54,https://www.youtube.com/watch?v=Uo_rIgyse_o,https://i.ytimg.com/vi_webp/Uo_rIgyse_o/maxresdefault.webp,,328,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto visível: ELEVATE ar / MOTIVATIONS.",,
Lion of Judah (ref. atual: ELEVATE),22,God's Strength Will Carry You | Christian Motivation,12499,20250704,839,N/D,13:11,https://www.youtube.com/watch?v=ggeY2ieac7Q,https://i.ytimg.com/vi_webp/ggeY2ieac7Q/maxresdefault.webp,,182,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, branco, laranja; texto em destaque provavelmente ligado a: GOD'S / STRENGTH.",,
Lion of Judah (ref. atual: ELEVATE),23,God is Providing in Ways You Don't Expect | Christian Motivation,12329,20241215,742,N/D,13:22,https://www.youtube.com/watch?v=4rBiFRGeh04,https://i.ytimg.com/vi/4rBiFRGeh04/maxresdefault.jpg,,83,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: amarelo, preto, branco; texto em destaque provavelmente ligado a: PROVIDING / WAYS / DON'T / EXPECT.",,
Lion of Judah (ref. atual: ELEVATE),24,Nothing Is Too Lost for God to Restore | Christian Motivation,12259,20251009,883,N/D,14:11,https://www.youtube.com/watch?v=-OBv84K7KE8,https://i.ytimg.com/vi/-OBv84K7KE8/maxresdefault.jpg,,236,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: cinza, preto, rosa; texto em destaque provavelmente ligado a: NOTHING / LOST / RESTORE / MOTIVATION.",,
Lion of Judah (ref. atual: ELEVATE),25,The Key to Multiplication of God's Favor | Christian Motivation,11818,20250725,702,N/D,17:15,https://www.youtube.com/watch?v=6ljWrCExTUE,https://i.ytimg.com/vi_webp/6ljWrCExTUE/maxresdefault.webp,,90,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: branco, cinza, preto; texto em destaque provavelmente ligado a: GOD'S / FAVOR.",,
Lion of Judah (ref. atual: ELEVATE),26,GOD WILL FILL YOUR EMPTINESS | Christian Motivation,11747,20250618,627,N/D,15:59,https://www.youtube.com/watch?v=KGDXJ_weCVA,https://i.ytimg.com/vi/KGDXJ_weCVA/maxresdefault.jpg,,65,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: rosa, preto, cinza; texto em destaque provavelmente ligado a: FILL / EMPTINESS / MOTIVATION.",,
Lion of Judah (ref. atual: ELEVATE),27,"When You Feel Down and Weary, God Is by Your Side | Christian Motivation",11733,20251222,939,N/D,12:08,https://www.youtube.com/watch?v=dPlxxbeZVtU,https://i.ytimg.com/vi_webp/dPlxxbeZVtU/maxresdefault.webp,,313,"Thumbnail escura; há figura humana/rosto em destaque; paleta predominante: preto, verde, branco; texto em destaque provavelmente ligado a: WHEN / FEEL / DOWN / WEARY.",,
Lion of Judah (ref. atual: ELEVATE),28,Stop Overthinking   Find Peace in God’s Clarity | Christian Motivation,11609,20251023,829,N/D,12:20,https://www.youtube.com/watch?v=A2eVBkpVbkk,https://i.ytimg.com/vi/A2eVBkpVbkk/maxresdefault.jpg,,200,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: rosa, cinza, preto; texto em destaque provavelmente ligado a: FIND / PEACE / CLARITY.",,
Lion of Judah (ref. atual: ELEVATE),29,God Is Faithful And He Is Leading You Into Better Days | Christian Motivation,11487,20251229,1022,N/D,13:01,https://www.youtube.com/watch?v=IA_I68S-uDI,https://i.ytimg.com/vi/IA_I68S-uDI/maxresdefault.jpg,,293,"Thumbnail clara; não há figura humana clara em destaque; paleta predominante: branco, cinza, preto; texto em destaque provavelmente ligado a: LEADING / INTO / BETTER.",,
Lion of Judah (ref. atual: ELEVATE),30,The Beauty in Surrendering: Letting God Take Control | Christian Motivation,11288,20251026,793,N/D,10:17,https://www.youtube.com/watch?v=iW3itYWnRWA,https://i.ytimg.com/vi/iW3itYWnRWA/maxresdefault.jpg,,204,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, preto, branco; texto em destaque provavelmente ligado a: BEAUTY / SURRENDERING / LETTING / TAKE.",,
Grace Digital Network,1,"Before the Second Coming of Christ, These 4 Signs Will Take Place",7956708,20210524,127574,N/D,15:34,https://www.youtube.com/watch?v=INNbz1PMHRk,https://i.ytimg.com/vi_webp/INNbz1PMHRk/maxresdefault.webp,,19000,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, azul, rosa; texto em destaque provavelmente ligado a: SECOND / COMING / CHRIST / THESE.",,
Grace Digital Network,2,THE THREE HEAVENS - Why Is No One Talking About It - Angels and Lucifer,5712812,20210227,56991,N/D,20:36,https://www.youtube.com/watch?v=s8kDg2G0VDg,https://i.ytimg.com/vi/s8kDg2G0VDg/maxresdefault.jpg,,4800,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: verde, preto, rosa; texto em destaque provavelmente ligado a: THREE / HEAVENS / TALKING / ABOUT.",,
Grace Digital Network,3,Archangel Michael: The Strongest Angel (Biblical Stories Explained),5458075,20210618,70861,N/D,16:42,https://www.youtube.com/watch?v=HrA-pr0nors,https://i.ytimg.com/vi/HrA-pr0nors/maxresdefault.jpg,,7000,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, rosa; texto em destaque provavelmente ligado a: ARCHANGEL / MICHAEL / STRONGEST / ANGEL.",,
Grace Digital Network,4,The Three Men In The Bible That Never Died.,3945439,20221123,36695,N/D,18:40,https://www.youtube.com/watch?v=OJzoPAuKLmc,https://i.ytimg.com/vi_webp/OJzoPAuKLmc/maxresdefault.webp,,3800,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, marrom, laranja; texto visível: Ares BY - MOEA i / Rae Mii hy.",,
Grace Digital Network,5,40 Facts About Jesus That Many People Don't Know,3726258,20221016,37936,N/D,41:59:00,https://www.youtube.com/watch?v=g7lDEqey1YY,https://i.ytimg.com/vi/g7lDEqey1YY/maxresdefault.jpg,,5100,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, marrom, rosa; texto em destaque provavelmente ligado a: FACTS / ABOUT / JESUS / MANY.",,
Grace Digital Network,6,The Most Mysterious Angel In The Bible,3284077,20230519,41123,N/D,35:12:00,https://www.youtube.com/watch?v=iAlCMP4EHFQ,https://i.ytimg.com/vi/iAlCMP4EHFQ/maxresdefault.jpg,,2700,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto em destaque provavelmente ligado a: MOST / MYSTERIOUS / ANGEL / BIBLE.",,
Grace Digital Network,7,4 Facts Jesus Shared About Satan That Many Don't Know,3150518,20221011,34166,N/D,23:17,https://www.youtube.com/watch?v=hvp60-RDyAQ,https://i.ytimg.com/vi/hvp60-RDyAQ/maxresdefault.jpg,,3500,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, cinza; texto em destaque provavelmente ligado a: FACTS / JESUS / SHARED / ABOUT.",,
Grace Digital Network,8,THE BOOK OF DANIEL (THE MOVIE),3121983,20240923,29692,N/D,01:09:15,https://www.youtube.com/watch?v=Pia_lxRQU4o,https://i.ytimg.com/vi/Pia_lxRQU4o/maxresdefault.jpg,,836,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: rosa, preto, cinza; texto em destaque provavelmente ligado a: BOOK / DANIEL / MOVIE.",,
Grace Digital Network,9,Why You Should Fast | Understanding The True Power Of Fasting,3107431,20210325,55515,N/D,23:21,https://www.youtube.com/watch?v=q5WUAzOiw5Y,https://i.ytimg.com/vi/q5WUAzOiw5Y/maxresdefault.jpg,,2400,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto em destaque provavelmente ligado a: SHOULD / FAST / UNDERSTANDING / TRUE.",,
Grace Digital Network,10,"This Is Why Everyone Is Googling ""The Nephilim""",2965470,20230423,35002,N/D,57:25:00,https://www.youtube.com/watch?v=JkXxbqUmIhk,https://i.ytimg.com/vi_webp/JkXxbqUmIhk/maxresdefault.webp,,2500,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: azul-petróleo, preto, cinza; texto em destaque provavelmente ligado a: EVERYONE / GOOGLING / NEPHILIM.",,
Grace Digital Network,11,"185,000 Soldiers Could Not Defeat This Angel - One Of The Greatest Stories In The BIble",2923856,20211108,31200,N/D,25:09:00,https://www.youtube.com/watch?v=6mTJoeT9ASo,https://i.ytimg.com/vi_webp/6mTJoeT9ASo/maxresdefault.webp,,2500,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, preto, rosa; texto em destaque provavelmente ligado a: SOLDIERS / COULD / DEFEAT / ANGEL.",,
Grace Digital Network,12,"Before the Second Coming of Christ, These 4 Signs Will Take Place",2883241,20230409,39080,N/D,15:34,https://www.youtube.com/watch?v=zKrP8UupO3I,https://i.ytimg.com/vi_webp/zKrP8UupO3I/maxresdefault.webp,,4100,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, cinza, branco; texto em destaque provavelmente ligado a: SECOND / COMING / CHRIST / THESE.",,
Grace Digital Network,13,The Three Most Evil Queens In The Bible (She Executed Her Own Family),2820390,20221106,17998,N/D,26:41:00,https://www.youtube.com/watch?v=Gl9pUl5hG_c,https://i.ytimg.com/vi/Gl9pUl5hG_c/maxresdefault.jpg,,894,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, marrom, rosa; texto em destaque provavelmente ligado a: THREE / MOST / EVIL / QUEENS.",,
Grace Digital Network,14,The Man Who Fought With God - One Of The Greatest Stories In The BIble,2696842,20211122,34884,N/D,35:34:00,https://www.youtube.com/watch?v=bBlLxXSDBUs,https://i.ytimg.com/vi/bBlLxXSDBUs/maxresdefault.jpg,,2200,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, marrom, rosa; texto em destaque provavelmente ligado a: FOUGHT / GREATEST / STORIES / BIBLE.",,
Grace Digital Network,15,God Did This To Fallen Angels : TRUE STORY of Angels,2624776,20230415,25926,N/D,15:46,https://www.youtube.com/watch?v=q5Kfv1l5zJ8,https://i.ytimg.com/vi_webp/q5Kfv1l5zJ8/maxresdefault.webp,,2100,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, marrom, amarelo; texto em destaque provavelmente ligado a: FALLEN / ANGELS / TRUE / STORY.",,
Grace Digital Network,16,Why Fasting Attracts God: 2 Things That You Must Never Do In A Fast,2515530,20220117,40214,N/D,21:52,https://www.youtube.com/watch?v=MfbXkRCaSbg,https://i.ytimg.com/vi/MfbXkRCaSbg/sddefault.jpg?v=61e581b1,,2200,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, azul-petróleo; texto em destaque provavelmente ligado a: FASTING / ATTRACTS / THINGS / MUST.",,
Grace Digital Network,17,Samson: The Strongest Man In The Bible (Bible Stories Explained),2359309,20210815,28156,N/D,25:56:00,https://www.youtube.com/watch?v=WMRqOfCeWhw,https://i.ytimg.com/vi/WMRqOfCeWhw/maxresdefault.jpg,,2300,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, rosa; texto em destaque provavelmente ligado a: SAMSON / STRONGEST / BIBLE / STORIES.",,
Grace Digital Network,18,Why Moses Body Was Not Found (Biblical Stories Explained),2189426,20220514,19877,N/D,24:10:00,https://www.youtube.com/watch?v=H6pMNF9grU4,https://i.ytimg.com/vi/H6pMNF9grU4/maxresdefault.jpg,,2100,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: laranja, marrom, branco; texto em destaque provavelmente ligado a: MOSES / BODY / FOUND / BIBLICAL.",,
Grace Digital Network,19,Where Did Satan's First Evil Desire Come From. (Bible Truths Explained),2181852,20221018,24943,N/D,29:31:00,https://www.youtube.com/watch?v=21UFnicaYk8,https://i.ytimg.com/vi/21UFnicaYk8/maxresdefault.jpg,,3100,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, cinza; texto em destaque provavelmente ligado a: WHERE / SATAN'S / EVIL / DESIRE.",,
Grace Digital Network,20,Jesus Explained Who He Was Before The Creation Of The World.,2159942,20230720,28445,N/D,21:33,https://www.youtube.com/watch?v=pAG7OWZ_G1c,https://i.ytimg.com/vi/pAG7OWZ_G1c/maxresdefault.jpg,,3100,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: laranja, marrom, rosa; texto visível: bell f : a wy / NNSA / b a oe os.",,
Grace Digital Network,21,This Is Why The Demons Asked Jesus For The Pigs (Biblical Stories Explained),2122386,20221020,24753,N/D,15:33,https://www.youtube.com/watch?v=9FOsUOrO41Y,https://i.ytimg.com/vi/9FOsUOrO41Y/maxresdefault.jpg,,3200,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, marrom, rosa; texto em destaque provavelmente ligado a: DEMONS / ASKED / JESUS / PIGS.",,
Grace Digital Network,22,Ezekiel And  The Valley of Dry Bones - (Bible Stories Explained),2017010,20220622,20447,N/D,14:01,https://www.youtube.com/watch?v=P0rAhsUs3zE,https://i.ytimg.com/vi/P0rAhsUs3zE/maxresdefault.jpg,,753,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: azul-petróleo, preto, rosa; texto em destaque provavelmente ligado a: EZEKIEL / VALLEY / BONES / BIBLE.",,
Grace Digital Network,23,The Secret Of Elijah That Every Believer Should Know - POWERFUL VIDEO,2009190,20211207,18567,N/D,17:58,https://www.youtube.com/watch?v=kzKxgekzsnA,https://i.ytimg.com/vi_webp/kzKxgekzsnA/maxresdefault.webp,,817,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: cinza, preto, rosa; texto em destaque provavelmente ligado a: SECRET / ELIJAH / BELIEVER / SHOULD.",,
Grace Digital Network,24,When Jesus Saw Moses And Elijah (Biblical Stories Explained),2006180,20220525,17665,N/D,20:14,https://www.youtube.com/watch?v=kjdgT-E0eE8,https://i.ytimg.com/vi_webp/kjdgT-E0eE8/maxresdefault.webp,,1500,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: cinza, preto, branco; texto em destaque provavelmente ligado a: WHEN / JESUS / MOSES / ELIJAH.",,
Grace Digital Network,25,What Are Gog And Magog? One Of The Most Remarkable Predictions In The Bible,1955121,20220505,16661,N/D,23:01,https://www.youtube.com/watch?v=sMi2-KaKnbk,https://i.ytimg.com/vi_webp/sMi2-KaKnbk/maxresdefault.webp,,2300,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, amarelo; texto em destaque provavelmente ligado a: MAGOG / MOST / REMARKABLE / PREDICTIONS.",,
Grace Digital Network,26,Before the Flood: WHAT WAS THE WORLD LIKE BEFORE THE FLOOD,1950189,20230924,19881,N/D,32:50:00,https://www.youtube.com/watch?v=c_16SsOt0y4,https://i.ytimg.com/vi/c_16SsOt0y4/maxresdefault.jpg,,2200,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, branco, marrom; texto em destaque provavelmente ligado a: FLOOD / WORLD / LIKE.",,
Grace Digital Network,27,The Soldier That Saw The Last Minutes Of Jesus On The Cross (Biblical Stories Explained),1910802,20210910,31466,N/D,11:33,https://www.youtube.com/watch?v=Ogrn7_8JPA4,https://i.ytimg.com/vi/Ogrn7_8JPA4/maxresdefault.jpg,,3500,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: preto, marrom, rosa; texto em destaque provavelmente ligado a: SOLDIER / LAST / MINUTES / JESUS.",,
Grace Digital Network,28,Why You Should Fast | Understanding The Power Of Fasting,1863439,20210308,32269,N/D,11:04,https://www.youtube.com/watch?v=Dq54PWNN2z4,https://i.ytimg.com/vi/Dq54PWNN2z4/maxresdefault.jpg,,1800,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto em destaque provavelmente ligado a: SHOULD / FAST / UNDERSTANDING / POWER.",,
Grace Digital Network,29,The Soldier That Saw The Last Minutes Of Jesus On The Cross.,1852089,20230101,22383,N/D,16:06,https://www.youtube.com/watch?v=LDKfXLJi1gY,https://i.ytimg.com/vi/LDKfXLJi1gY/maxresdefault.jpg,,1800,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, cinza, branco; texto em destaque provavelmente ligado a: SOLDIER / LAST / MINUTES / JESUS.",,
Grace Digital Network,30,"The Man That Had 1,000 wives and concubines (Biblical Stories Explained)",1785959,20211204,15215,N/D,22:13,https://www.youtube.com/watch?v=lW-YdgTnlVo,https://i.ytimg.com/vi_webp/lW-YdgTnlVo/maxresdefault.webp,,1200,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: marrom, preto, amarelo; texto em destaque provavelmente ligado a: WIVES / CONCUBINES / BIBLICAL / STORIES.",,
Encountering Peace,1,Encountering Peace Sleep To HEAL and Fall Asleep FAST | Guided Christian Sleep Meditation,649101,20221215,8090,N/D,01:00:02,https://www.youtube.com/watch?v=6gaqOcfbQFM,https://i.ytimg.com/vi/6gaqOcfbQFM/maxresdefault.jpg,,619,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto em destaque provavelmente ligado a: ENCOUNTERING / PEACE / SLEEP / HEAL.",,
Encountering Peace,2,Encountering Peace Sleep With God's DIVINE GUIDANCE | Guided Christian Sleep Meditation,376642,20221107,6139,N/D,01:00:59,https://www.youtube.com/watch?v=YXE7-tBy5LI,https://i.ytimg.com/vi/YXE7-tBy5LI/maxresdefault.jpg,,451,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto em destaque provavelmente ligado a: ENCOUNTERING / PEACE / SLEEP / GOD'S.",,
Encountering Peace,3,Encountering Peace Sleep With God's WORD And His PROMISES | Guided Christian Sleep Meditation,325262,20221029,4432,N/D,01:00:28,https://www.youtube.com/watch?v=gUvGp9vvYTo,https://i.ytimg.com/vi/gUvGp9vvYTo/maxresdefault.jpg,,337,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto em destaque provavelmente ligado a: PROMISES / SLEEP.",,
Encountering Peace,4,Encounter | Stories,288535,20220119,41,N/D,01:52,https://www.youtube.com/watch?v=m9w8GIE4Wr0,https://i.ytimg.com/vi_webp/m9w8GIE4Wr0/maxresdefault.webp,,3,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: rosa, cinza, azul-petróleo; texto em destaque provavelmente ligado a: ENCOUNTER / STORIES.",,
Encountering Peace,5,Encountering Peace Sleep With NO ANXIETY In The Holy Spirit | Guided Christian Sleep Meditation,55990,20230105,517,N/D,58:10:00,https://www.youtube.com/watch?v=cJ_KRNp675w,https://i.ytimg.com/vi/cJ_KRNp675w/maxresdefault.jpg,,60,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, azul-petróleo, branco; texto visível: Ragease Anxiety.",,
Encountering Peace,6,😌 💤  Sleep With God's Word for Faith and Hope | Guided Christian Meditation,28457,20230930,355,N/D,08:02:46,https://www.youtube.com/watch?v=BSSAshukIuU,https://i.ytimg.com/vi/BSSAshukIuU/maxresdefault.jpg,,14,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto visível: HEALING / JOURN EY.",,
Encountering Peace,7,Hear the Soothing Promises of God and Fall Asleep Fast | Guided Christian Sleep Meditation,27773,20230302,310,N/D,03:45:39,https://www.youtube.com/watch?v=xjFpKtzz8j4,https://i.ytimg.com/vi_webp/xjFpKtzz8j4/maxresdefault.webp,,11,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: cinza, preto, branco; texto em destaque provavelmente ligado a: HEAR / SOOTHING / PROMISES / FALL.",,
Encountering Peace,8,Sleep In God's Gentle Care 😴  | Guided Christian Sleep Meditation 💤. (#GreenNoise),26893,20240524,322,N/D,01:01:10,https://www.youtube.com/watch?v=eHhpakF_NYs,https://i.ytimg.com/vi/eHhpakF_NYs/maxresdefault.jpg,,19,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, azul-petróleo, rosa; texto visível: Release Anxiety.",,
Encountering Peace,9,Rest In The Holy Spirit Without Being Lonely | Guided Christian Sleep Meditation,17630,20230309,252,N/D,01:00:09,https://www.youtube.com/watch?v=pGyU3Jh-cGg,https://i.ytimg.com/vi_webp/pGyU3Jh-cGg/maxresdefault.webp,,13,"Thumbnail escura; há figura humana/rosto em destaque; paleta predominante: azul-petróleo, preto, branco; texto em destaque provavelmente ligado a: REST / HOLY / SPIRIT / WITHOUT.",,
Encountering Peace,10,Bible Verses To Sleep In God's Healing | Christian Guided Sleep Meditation,16703,20211230,276,N/D,01:57:49,https://www.youtube.com/watch?v=CLq95vOwIYc,https://i.ytimg.com/vi/CLq95vOwIYc/maxresdefault.jpg,,28,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto em destaque provavelmente ligado a: BIBLE / VERSES / SLEEP / GOD'S.",,
Encountering Peace,11,Bible Verses To Sleep In The Whispered Words of Jesus | Christian Guided Sleep Meditation,16549,20220527,512,N/D,20:43,https://www.youtube.com/watch?v=pT4j8tYNSEA,https://i.ytimg.com/vi/pT4j8tYNSEA/maxresdefault.jpg,,38,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto visível: _ Find True.",,
Encountering Peace,12,Bible Verses To Sleep and Find Your Worth | Christian Guided Sleep Meditation,15742,20230314,84,N/D,01:01:54,https://www.youtube.com/watch?v=GMEq_KHm-UU,https://i.ytimg.com/vi/GMEq_KHm-UU/maxresdefault.jpg,,7,"Thumbnail escura; há figura humana/rosto em destaque; paleta predominante: preto, verde, rosa; texto visível: Peaceful / Sleep Music.",,
Encountering Peace,13,Struggling with Life Changes? Find Peace & Sleep Fast 😌 💤 | Guided Christian Meditation,14340,20240624,165,N/D,01:30:00,https://www.youtube.com/watch?v=Mu-VM6K_moo,https://i.ytimg.com/vi/Mu-VM6K_moo/maxresdefault.jpg,,13,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, azul-petróleo, rosa; texto visível: Serer leer.",,
